v1,v2,v3
270,224,230
271,223,281
223,282,281
217,274,223
282,223,274
272,283,245
273,284,244
285,273,253
263,285,253
259,275,286
278,240,276
286,256,259
263,264,285
261,287,288
260,261,288
287,261,262
256,286,262
241,267,279
277,278,289
290,260,288
267,277,289
267,249,277
291,264,280
266,260,290
292,291,280
266,292,280
292,266,290
270,293,224
293,251,224
284,272,244
283,276,245
255,294,274
294,255,279
295,279,267
295,267,289
292,296,291
258,297,257
297,269,257
271,298,268
271,299,298
281,299,271
272,300,283
251,301,275
282,274,294
301,286,275
302,283,300
301,287,286
279,295,294
294,295,302
289,302,295
276,302,289
276,283,302
285,303,304
287,262,286
276,289,278
264,303,285
305,288,287
303,264,296
305,290,288
291,296,264
305,306,290
306,292,290
307,258,268
297,258,307
268,298,307
297,308,269
308,270,269
298,309,307
308,310,270
298,311,309
293,270,310
281,282,299
284,312,272
301,251,293
272,312,300
284,273,313
282,294,314
313,273,304
294,302,314
273,285,304
287,301,305
304,303,315
303,296,315
316,315,296
316,306,305
296,292,306
296,306,316
317,297,307
318,308,297
307,309,317
318,297,317
299,311,298
319,311,299
309,320,317
318,321,308
309,311,320
317,320,322
317,321,318
308,321,323
310,308,323
319,284,311
319,312,284
311,284,313
311,313,320
282,319,299
282,314,319
317,316,321
317,322,316
310,323,301
310,301,293
319,314,312
313,304,320
322,320,304
323,321,324
314,300,312
323,324,301
314,302,300
324,305,301
316,324,321
304,315,322
322,315,316
324,316,305
