v1,v2,v3
0,1,2
0,2,3
0,4,1
0,5,6
5,0,3
4,0,6
1,7,2
4,8,1
9,6,5
3,7,5
2,7,3
8,10,1
7,1,10
5,7,9
6,9,4
10,9,7
8,4,10
10,4,9
11,12,13
14,12,11
15,14,11
14,15,16
14,16,12
12,16,17
13,18,11
11,18,15
12,19,13
19,12,17
19,18,13
18,17,16
18,19,17
16,15,18
