x,y
-0.1601120122968089,0.06054452448771859
-0.1601120122968089,0.06054452448771859
-0.1601120122968089,0.06054452448771859
-0.11968084449526416,0.07083578179644262
-0.11968084449526416,0.07083578179644262
-0.11968084449526416,0.07083578179644262
-0.12861838275962995,0.032461404305529885
-0.12861838275962995,0.032461404305529885
-0.12861838275962995,0.032461404305529885
-0.1679931937892397,0.01062578120569097
-0.1679931937892397,0.01062578120569097
-0.1679931937892397,0.01062578120569097
-0.10263875189003109,0.03224129453405139
-0.10263875189003109,0.03224129453405139
-0.10263875189003109,0.03224129453405139
-0.08039929588204783,0.036159256265867926
-0.08039929588204783,0.036159256265867926
-0.08039929588204783,0.036159256265867926
-0.08242138650937882,0.006848570280584661
-0.08242138650937882,0.006848570280584661
-0.08242138650937882,0.006848570280584661
-0.1040656592977703,-0.0003691239646624843
-0.1040656592977703,-0.0003691239646624843
-0.1040656592977703,-0.0003691239646624843
-0.08213852502220136,0.09513644273712302
-0.08213852502220136,0.09513644273712302
-0.08213852502220136,0.09513644273712302
-0.07256129655582749,0.06534123529318211
-0.07256129655582749,0.06534123529318211
-0.07256129655582749,0.06534123529318211
-0.051235875421074314,0.06045797567991038
-0.051235875421074314,0.06045797567991038
-0.051235875421074314,0.06045797567991038
-0.09589663173332336,0.06382004767276192
-0.09589663173332336,0.06382004767276192
-0.09589663173332336,0.06382004767276192
-0.058172327316354966,0.03484583762043156
-0.058172327316354966,0.03484583762043156
-0.058172327316354966,0.03484583762043156
-0.03477421912275033,0.033093180909290344
-0.03477421912275033,0.033093180909290344
-0.03477421912275033,0.033093180909290344
-0.03534363468811874,0.009875486748944657
-0.03534363468811874,0.009875486748944657
-0.03534363468811874,0.009875486748944657
-0.05955221078996667,0.009422823371670866
-0.05955221078996667,0.009422823371670866
-0.05955221078996667,0.009422823371670866
-0.059586008266183474,0.11860719207278086
-0.059586008266183474,0.11860719207278086
-0.059586008266183474,0.11860719207278086
-0.03048682809765713,0.13015583278738307
-0.03048682809765713,0.13015583278738307
-0.03048682809765713,0.13015583278738307
-0.027009296815041876,0.10654074289703253
-0.027009296815041876,0.10654074289703253
-0.027009296815041876,0.10654074289703253
-0.054826703921238354,0.09248586429154082
-0.054826703921238354,0.09248586429154082
-0.054826703921238354,0.09248586429154082
-0.025802345069647757,0.08145556481066105
-0.025802345069647757,0.08145556481066105
-0.025802345069647757,0.08145556481066105
0.0005422665434668413,0.057827796310915856
0.0005422665434668413,0.057827796310915856
0.0005422665434668413,0.057827796310915856
-0.011381009002583296,0.03474642366914253
-0.011381009002583296,0.03474642366914253
-0.011381009002583296,0.03474642366914253
-0.02466377813852695,0.0570651702375557
-0.02466377813852695,0.0570651702375557
-0.02466377813852695,0.0570651702375557
-0.011331689527588338,0.013139272333281417
-0.011331689527588338,0.013139272333281417
-0.011331689527588338,0.013139272333281417
0.012416805755903997,0.013145729735989063
0.012416805755903997,0.013145729735989063
0.012416805755903997,0.013145729735989063
0.012659282412206744,-0.009055779591073069
0.012659282412206744,-0.009055779591073069
0.012659282412206744,-0.009055779591073069
-0.011617911338784682,-0.009363048329640553
-0.011617911338784682,-0.009363048329640553
-0.011617911338784682,-0.009363048329640553
0.00021197113150317405,0.13392600343982466
0.00021197113150317405,0.13392600343982466
0.00021197113150317405,0.13392600343982466
0.0003623881692420255,0.10934505108696771
0.0003623881692420255,0.10934505108696771
0.0003623881692420255,0.10934505108696771
