theta,phi
0.0,0.0
0.0,1.1071487177940904
1.2566468353934062,1.1071827471668092
2.5132978022774264,1.1071502223226068
-2.5132978022774264,1.1071502223226068
-1.2566468353934062,1.1071827471668092
-0.6282948513123668,2.0344424312671863
0.6282948513123668,2.0344424312671863
1.8849458181963872,2.034409906422984
3.141592653589793,2.0344439357957027
-1.8849458181963872,2.034409906422984
0.0,3.141592653589793
-2.513271896390141,0.5535225017867995
3.141592653589793,1.0172743274992182
2.513271896390141,0.5535225017867995
-1.2565644384926309,0.5535590412881495
-1.8850002642063926,1.0172455626298034
0.0,0.5535219992956784
-0.6283122865567521,1.0172523001843154
1.2565644384926309,0.5535590412881495
0.6283122865567521,1.0172523001843154
1.8850002642063926,1.0172455626298034
2.199136789829614,1.5707963267948966
1.5707963267948966,1.5707963267948966
2.8274629982742296,1.5707963267948966
2.5132803670330413,2.124340353405478
-2.8274629982742296,1.5707963267948966
-2.199136789829614,1.5707963267948966
-2.5132803670330413,2.124340353405478
-1.5707963267948966,1.5707963267948966
-0.9424558637601793,1.5707963267948966
-1.2565923893834008,2.12434709095999
-0.31412965531556364,1.5707963267948966
0.31412965531556364,1.5707963267948966
0.0,2.124318326090575
0.9424558637601793,1.5707963267948966
1.2565923893834008,2.12434709095999
3.141592653589793,2.588070654294115
1.8850282150971625,2.588033612301644
-1.8850282150971625,2.588033612301644
-0.6283207571996525,2.588070151802994
0.6283207571996525,2.588070151802994
-2.5133882441496644,0.27680290345375913
3.141592653589793,0.46364760900080615
2.5133882441496644,0.27680290345375913
-2.513264458687006,0.8303746221894749
-2.8192556439166,1.04061496899636
-2.903923132314316,0.7617797746682886
2.903923132314316,0.7617797746682886
2.8192556439166,1.04061496899636
2.513264458687006,0.8303746221894749
-1.256799359681811,0.2767919877510532
-1.8849803738258417,0.4636390998657312
-1.2566288565486936,0.830336520691877
-1.5626824439644982,1.0406127636299023
-1.6473682046580518,0.761794571091407
-2.12254618580852,0.7617951078451194
-2.2072964358677116,1.0406191977938875
0.0,0.2768298531867107
-0.6283853151916294,0.46367540564430526
0.0,0.8303847806305316
-0.30602431654225565,1.0405888820478408
-0.3907567727922135,0.7617990540270407
-0.8659103269165237,0.7617637613850062
-0.9505738118933026,1.0405851305113012
1.256799359681811,0.2767919877510532
0.6283853151916294,0.46367540564430526
1.2566288565486936,0.830336520691877
0.9505738118933026,1.0405851305113012
0.8659103269165237,0.7617637613850062
0.3907567727922135,0.7617990540270407
0.30602431654225565,1.0405888820478408
1.8849803738258417,0.4636390998657312
2.2072964358677116,1.0406191977938875
2.12254618580852,0.7617951078451194
1.6473682046580518,0.761794571091407
1.5626824439644982,1.0406127636299023
2.347324577132531,1.3361481738153385
2.054779947465305,1.2907610093084854
2.0508592843203224,1.8054331277660955
1.7190914371421007,1.8054487391444118
1.8849259821104603,1.5707963267948966
1.7150918829340793,1.2907627446031522
1.4225012164476927,1.3361439144453813
2.6791864944710007,1.3361604339619286
2.5132521905550758,1.5707963267948966
2.9757171731857883,1.805431107138989
2.8355683370475377,2.1010037715419525
2.683156971247414,1.8508458812827864
2.3433916380737387,1.8508440867561857
2.1910188416964904,2.101007523078492
2.9716883858438705,1.2907488907116025
-2.6791864944710007,1.3361604339619286
-2.9716883858438705,1.2907488907116025
3.141592653589793,1.5707963267948966
-2.9757171731857883,1.805431107138989
-2.347324577132531,1.3361481738153385
-2.5132521905550758,1.5707963267948966
-2.0508592843203224,1.8054331277660955
-2.1910188416964904,2.101007523078492
-2.3433916380737387,1.8508440867561857
-2.683156971247414,1.8508458812827864
-2.8355683370475377,2.1010037715419525
-2.054779947465305,1.2907610093084854
-1.4225012164476927,1.3361439144453813
-1.7150918829340793,1.2907627446031522
-1.8849259821104603,1.5707963267948966
-1.7190914371421007,1.8054487391444118
-1.0907333692694707,1.3361595258236976
-1.256666671479333,1.5707963267948966
-0.794268076457262,1.8054444797744547
-0.9342962177220815,2.100973455795906
-1.0868127061244883,1.8508316442813078
-1.426500770655714,1.850829908986641
-1.5789102096252952,2.100979889959891
-0.7982010155160545,1.2907485668336074
-0.1658754804040047,1.336161546450804
-0.4584356823423792,1.2907467723070067
-0.6283404630347172,1.5707963267948966
-0.46240615911879246,1.8054322196278645
0.1658754804040047,1.336161546450804
0.0,1.5707963267948966
0.46240615911879246,1.8054322196278645
0.32233700967319306,2.1009776845934334
0.16990426774592282,1.8508437628781906
-0.16990426774592282,1.8508437628781906
-0.32233700967319306,2.1009776845934334
0.4584356823423792,1.2907467723070067
1.0907333692694707,1.3361595258236976
0.7982010155160545,1.2907485668336074
0.6283404630347172,1.5707963267948966
0.794268076457262,1.8054444797744547
1.256666671479333,1.5707963267948966
1.5789102096252952,2.100979889959891
1.426500770655714,1.850829908986641
1.0868127061244883,1.8508316442813078
0.9342962177220815,2.100973455795906
2.2756823266732695,2.379828892204787
1.8849637970410997,2.311256132897916
3.141592653589793,2.3112078729592618
2.7508358807975797,2.3797935995627526
2.5132073383981637,2.677917247945488
3.141592653589793,2.8647628004030827
1.8847932939079821,2.86480066583874
-2.7508358807975797,2.3797935995627526
-1.8849637970410997,2.311256132897916
-2.2756823266732695,2.379828892204787
-2.5132073383981637,2.677917247945488
-1.8847932939079821,2.86480066583874
-1.4942244489317413,2.3797980824983864
-0.6283281949027871,2.3112180314003186
-1.0190464677812734,2.379797545744674
-1.2566122797639514,2.677953553724062
-0.6282044094401286,2.864789750136034
-0.23766952127547686,2.3798128789215047
0.6283281949027871,2.3112180314003186
0.23766952127547686,2.3798128789215047
0.0,2.677945044588987
0.6282044094401286,2.864789750136034
1.0190464677812734,2.379797545744674
1.4942244489317413,2.3797980824983864
1.2566122797639514,2.677953553724062
