v1,v2,v3
292,293,295
3,295,72
293,294,296
294,73,296
73,72,296
293,296,295
296,72,295
294,60,73
73,60,11
61,290,62
273,274,291
275,63,297
63,62,297
62,290,297
275,297,274
290,291,297
297,291,274
228,15,298
15,3,298
73,300,72
72,300,302
302,301,298
302,300,301
300,299,301
72,302,3
302,298,3
298,301,228
228,301,229
301,299,229
229,299,230
68,303,69
69,73,11
73,69,300
69,303,300
300,303,299
68,230,303
303,230,299
