x,y
0.17570788112582836,0.03391109601729096
0.1753665669708911,0.04477188852972157
0.17434397151711717,0.05558981845592974
0.17264413048158328,0.06632219236873878
0.1702737523602731,0.07692665449147011
0.16724219195270873,0.08736135385684318
0.16356141344283062,0.09758510947362359
0.1592459431818295,0.10755757284918152
0.15431281235927471,0.1172393872265588
0.14878148978878983,0.12659234290760815
0.14267380507353958,0.1355795280492155
0.13601386245475933,0.14416547433748123
0.12882794568332717,0.15231629696495133
0.12114441428980667,0.15999982835847182
0.11299359166233656,0.16718574512990403
0.10440764537407084,0.17384568774868425
0.09542046023246349,0.17995337246393447
0.08606750455141411,0.1854846950344194
0.07638569017403685,0.19041782585697414
0.06641322679847891,0.19473329611797527
0.05618947118169853,0.1984140746278534
0.04575477181632544,0.20144563503541774
0.035150309693594096,0.20381601315672793
0.024417935780785074,0.20551585419226184
0.013600005854576889,0.20653844964603574
0.00273921334214627,0.206879763800973
-0.008121579170284313,0.20653844964603574
-0.018939509096492495,0.20551585419226182
-0.029671883009301556,0.20381601315672793
-0.04027634513203286,0.20144563503541774
-0.050711044497405953,0.1984140746278534
-0.06093480011418633,0.19473329611797527
-0.07090726348974428,0.19041782585697414
-0.08058907786712155,0.18548469503441933
-0.08994203354817092,0.17995337246393445
-0.09892921868977823,0.17384568774868425
-0.10751516497804395,0.16718574512990403
-0.11566598760551408,0.15999982835847182
-0.12334951899903455,0.15231629696495128
-0.13053543577046678,0.1441654743374812
-0.13719537838924695,0.1355795280492155
-0.1433030631044972,0.12659234290760815
-0.14883438567498214,0.11723938722655877
-0.1537675164975369,0.1075575728491815
-0.15808298675853802,0.09758510947362355
-0.16176376526841613,0.08736135385684313
-0.1647953256759805,0.07692665449147011
-0.16716570379729068,0.06632219236873878
-0.16886554483282457,0.0555898184559297
-0.1698881402865985,0.04477188852972153
-0.17022945444153575,0.03391109601729091
-0.1698881402865985,0.023050303504860366
-0.16886554483282457,0.012232373578652183
-0.16716570379729065,0.001499999665843116
-0.1647953256759805,-0.009104462456888222
-0.16176376526841607,-0.019539161822261317
-0.158082986758538,-0.02976291743904174
-0.1537675164975369,-0.0397353808145996
-0.14883438567498208,-0.049417195191976876
-0.14330306310449717,-0.05877015087302625
-0.13719537838924692,-0.06775733601463362
-0.1305354357704667,-0.07634328230289934
-0.12334951899903455,-0.08449410493036941
-0.11566598760551405,-0.0921776363238899
-0.10751516497804395,-0.0993635530953221
-0.09892921868977826,-0.10602349571410229
-0.08994203354817083,-0.11213118042935258
-0.08058907786712155,-0.11766250299983745
-0.07090726348974417,-0.12259563382239229
-0.060934800114186304,-0.12691110408339337
-0.050711044497405953,-0.13059188259327142
-0.04027634513203279,-0.13362344300083584
-0.029671883009301524,-0.13599382112214603
-0.018939509096492384,-0.1376936621576799
-0.008121579170284277,-0.13871625761145384
0.002739213342146266,-0.1390575717663911
0.013600005854576963,-0.13871625761145384
0.024417935780785067,-0.1376936621576799
0.03515030969359421,-0.13599382112214597
0.04575477181632547,-0.13362344300083584
0.056189471181698494,-0.13059188259327148
0.066413226798479,-0.12691110408339332
0.07638569017403685,-0.12259563382239225
0.08606750455141421,-0.1176625029998374
0.09542046023246349,-0.11213118042935255
0.10440764537407092,-0.10602349571410223
0.11299359166233662,-0.09936355309532205
0.12114441428980664,-0.0921776363238899
0.1288279456833272,-0.08449410493036934
0.13601386245475935,-0.0763432823028993
0.14267380507353963,-0.06775733601463348
0.14878148978878983,-0.05877015087302617
0.15431281235927471,-0.049417195191976876
0.15924594318182955,-0.03973538081459952
0.16356141344283062,-0.029762917439041633
0.16724219195270879,-0.019539161822261158
0.1702737523602731,-0.00910446245688813
0.17264413048158328,0.0014999996658431357
0.17434397151711717,0.012232373578652271
0.1753665669708911,0.023050303504860377
0.17570788112582836,0.03391109601729093
